Lead External ID,First Name,Last Name,Phone,Email,City,Lead Source,Lead Stage,WhatsApp Opt-in,DND,Age Band,Top Concern,Keyword,Community Joined,Created Date,Is Seed Topup
P00505,Kavitha,Natarajan,9000053098,,Chennai,corporate_session,lead,true,false,,,,false,2026-05-12,false
P00506,Simran,Mehra,9000027272,simran.mehra.417@example.com,Delhi,community,lead,true,false,,Where to invest,ALPHA,true,2026-05-12,false
P00508,Saloni,Sawant,9000093820,,Mumbai,corporate_session,lead,true,true,,,,false,2026-05-12,false
P00512,Moumita,Das,9000097519,,Pune,community,lead,false,false,,,,true,2026-05-13,false
P00516,Harini,Natarajan,9000020628,,Chennai,referral,lead,true,false,,,,false,2026-05-13,false
P00517,Yash,Kapoor,9000058555,,Delhi,corporate_session,lead,true,true,,,,false,2026-05-13,false
P00521,Mihir,Sawant,9000064411,mihir.sawant.225@example.com,Pune,web_reveal,lead,true,false,30 to 34,Where to invest,PLAN,false,2026-05-13,false
P00523,Sakshi,Sethi,9000010835,,Delhi,community,lead,true,false,,,,true,2026-05-13,false
P00524,Sagar,Joshi,9000048837,sagar.joshi.740@example.com,Pune,community,lead,true,false,,Where to invest,PLAN,true,2026-05-13,false
P00528,Karan,Sharma,9000004007,,Noida,community,lead,true,false,,,,true,2026-05-14,false
P00529,Simran,Tiwari,9000019049,,Chandigarh,community,lead,true,false,,,,true,2026-05-14,false
P00532,Aniket,Sawant,9000022665,,Mumbai,community,lead,true,false,,,,true,2026-05-14,false
P00538,Soumya,Chakraborty,9000093698,soumya.chakraborty.568@example.com,Kolkata,web_reveal,lead,true,false,30 to 34,Retiring early,ALPHA,false,2026-05-14,false
P00539,Payal,Khanna,9000009446,,Gurugram,community,lead,true,false,,,,true,2026-05-14,false
P00540,Revathi,Srinivasan,9000010591,,Chennai,community,lead,true,false,,,,true,2026-05-15,false
P00545,Madhura,Shinde,9000038708,,Delhi,organic,lead,true,false,,,,true,2026-05-15,false
P00547,Manish,Chauhan,9000037571,,Delhi,corporate_session,lead,true,false,,,,false,2026-05-15,false
P00550,Jigar,Joshi,9000092943,,Mumbai,community,lead,true,false,,,,true,2026-05-15,false
P00554,Anand,Krishnan,9000026141,anand.krishnan.383@example.com,Bengaluru,web_reveal,lead,false,false,25 to 29,Retiring early,ALPHA,false,2026-05-15,false
P00556,Janani,Naidu,9000000927,janani.naidu.668@example.com,Hyderabad,web_reveal,lead,true,false,35 to 39,My children's education,ALPHA,false,2026-05-16,false
P00559,Devika,Kulkarni,9000067469,,Mumbai,corporate_session,lead,true,false,,,,false,2026-05-16,false
P00560,Swathi,Hegde,9000044674,,Hyderabad,referral,lead,true,false,,,,false,2026-05-16,false
P00561,Yogesh,Thakkar,9000022114,,Mumbai,community,lead,true,false,,,,true,2026-05-16,false
P00562,Madhav,Reddy,9000000248,,Chennai,corporate_session,lead,true,false,,,,false,2026-05-16,false
P00564,Naveen,Chandran,9000057460,,Gurugram,organic,lead,true,true,,,,false,2026-05-16,false
P00566,Ananya,Mitra,9000040123,,Bhubaneswar,organic,lead,true,false,,,,false,2026-05-16,false
P00568,Siddharth,Vora,9000048792,,Mumbai,organic,lead,true,false,,,,false,2026-05-17,false
P00570,Chinmay,Jadhav,9000068420,chinmay.jadhav.609@example.com,Gurugram,web_reveal,lead,true,false,35 to 39,Retiring early,ALPHA,true,2026-05-17,false
P00573,Nirav,Dave,9000052170,,Pune,community,lead,true,false,,,,true,2026-05-17,false
P00578,Tanushree,Das,9000083504,tanushree.das.604@example.com,Chennai,community,lead,true,false,,My children's education,PLAN,true,2026-05-17,false
P00582,Simran,Singh,9000029006,,Gurugram,community,lead,true,false,,,,true,2026-05-17,false
P00583,Lakshmi,Srinivasan,9000004864,lakshmi.srinivasan.783@example.com,Chennai,web_reveal,lead,true,false,30 to 34,Insurance and cover,PLAN,false,2026-05-17,false
P00585,Nishant,Thakkar,9000094981,nishant.thakkar.930@example.com,Chennai,community,lead,true,false,,Paying off loans,PLAN,true,2026-05-18,false
P00586,Revathi,Iyengar,9000038654,,Bengaluru,organic,lead,true,false,,,,false,2026-05-18,false
P00587,Mihir,Joshi,9000010498,,Mumbai,corporate_session,lead,true,false,,,,false,2026-05-18,false
P00591,Aniket,Jain,9000006132,,Mumbai,corporate_session,lead,true,false,,,,true,2026-05-18,false
P00593,Tanvi,Arora,9000071320,tanvi.arora.484@example.com,Gurugram,community,lead,false,false,,Paying off loans,ALPHA,true,2026-05-18,false
P00595,Prasanna,Krishnan,9000009952,prasanna.krishnan.967@example.com,Bengaluru,community,lead,true,false,,Insurance and cover,ALPHA,true,2026-05-18,false
P00599,Sahil,Chauhan,9000026435,sahil.chauhan.118@example.com,Gurugram,web_reveal,lead,true,true,35 to 39,Paying off loans,PLAN,false,2026-05-19,false
P00604,Dhruv,Jadhav,9000051277,,Bengaluru,community,lead,true,false,,,,true,2026-05-19,false
P00607,Sindhu,Hegde,9000084859,,Delhi,corporate_session,lead,false,false,,,,false,2026-05-19,false
P00609,Vignesh,Murthy,9000007971,vignesh.murthy.202@example.com,Chennai,community,lead,true,false,,Paying off loans,PLAN,true,2026-05-19,false
P00614,Vikram,Gupta,9000017639,,Gurugram,corporate_session,lead,true,false,,,,false,2026-05-20,false
P00617,Jay,Jadhav,9000015252,jay.jadhav.144@example.com,Ahmedabad,community,lead,true,false,,Saving enough every month,PLAN,true,2026-05-20,false
P00619,Nishant,Kamat,9000077384,,Mumbai,community,lead,true,false,,,,true,2026-05-20,false
P00620,Vidya,Chandran,9000092289,,Bengaluru,corporate_session,lead,true,false,,,,false,2026-05-20,false
P00623,Ankit,Singh,9000004986,ankit.singh.143@example.com,Gurugram,web_reveal,lead,true,false,30 to 34,Insurance and cover,PLAN,false,2026-05-20,false
P00624,Sowmya,Iyer,9000087285,,Hyderabad,community,lead,true,false,,,,true,2026-05-20,false
P00625,Divya,Arora,9000033910,,Delhi,community,lead,true,false,,,,true,2026-05-21,false
P00626,Gurpreet,Chauhan,9000002317,gurpreet.chauhan.265@example.com,Pune,community,lead,true,false,,Retiring early,ALPHA,true,2026-05-21,false
P00627,Ketan,Pawar,9000072715,,Mumbai,organic,lead,true,false,,,,false,2026-05-21,false
P00631,Nandini,Iyengar,9000039833,,Bengaluru,community,lead,true,false,,,,true,2026-05-21,false
P00632,Poulami,Patnaik,9000066088,,Kolkata,corporate_session,lead,true,true,,,,false,2026-05-21,false
P00633,Yash,Tiwari,9000055687,,Delhi,community,lead,true,false,,,,true,2026-05-21,false
P00634,Mihir,Kamat,9000007780,,Ahmedabad,corporate_session,lead,true,false,,,,false,2026-05-21,false
P00635,Anirban,Ghosh,9000060901,,Chennai,corporate_session,lead,true,false,,,,false,2026-05-21,false
P00649,Ketan,Pandya,9000061454,,Mumbai,community,lead,true,false,,,,true,2026-05-22,false
P00651,Kavitha,Iyer,9000005711,,Mumbai,community,lead,true,false,,,,true,2026-05-22,false
P00655,Varsha,Pai,9000004357,,Bengaluru,organic,lead,true,false,,,,false,2026-05-22,false
P00658,Nikhil,Pandey,9000057107,,Delhi,community,lead,true,false,,,,true,2026-05-23,false
P00659,Varsha,Chandran,9000035946,,Hyderabad,community,lead,true,false,,,,true,2026-05-23,false
P00663,Hardik,Trivedi,9000012434,hardik.trivedi.742@example.com,Mumbai,community,lead,true,false,,Retiring early,PLAN,true,2026-05-23,false
P00665,Varun,Gupta,9000034075,varun.gupta.581@example.com,Noida,web_reveal,lead,true,false,25 to 29,Saving enough every month,PLAN,false,2026-05-23,false
P00666,Deepa,Nair,9000038572,,Bengaluru,organic,lead,true,false,,,,true,2026-05-24,false
P00668,Madhura,Thakkar,9000005203,madhura.thakkar.354@example.com,Mumbai,web_reveal,lead,true,false,25 to 29,Insurance and cover,ALPHA,false,2026-05-24,false
P00670,Lakshmi,Balakrishnan,9000098781,,Hyderabad,organic,lead,true,false,,,,false,2026-05-24,false
P00671,Gauri,Bhosale,9000004393,,Pune,corporate_session,lead,true,false,,,,false,2026-05-24,false
P00673,Ketan,Deshmukh,9000037726,ketan.deshmukh.462@example.com,Pune,web_reveal,lead,true,false,30 to 34,Paying off loans,ALPHA,false,2026-05-24,false
P00676,Karan,Rathore,9000084219,karan.rathore.531@example.com,Gurugram,web_reveal,lead,true,false,30 to 34,Paying off loans,ALPHA,false,2026-05-24,false
P00677,Indrani,Banerjee,9000010876,indrani.banerjee.456@example.com,Kolkata,community,lead,true,false,,Saving enough every month,PLAN,true,2026-05-24,false
P00678,Nidhi,Desai,9000036586,,Ahmedabad,community,lead,true,false,,,,true,2026-05-24,false
P00681,Keerthana,Raman,9000063599,,Chennai,community,lead,true,false,,,,true,2026-05-24,false
P00683,Tejas,Bhosale,9000024504,,Mumbai,community,lead,true,false,,,,true,2026-05-25,false
P00687,Dhruv,Apte,9000047145,,Mumbai,referral,lead,true,true,,,,true,2026-05-25,false
P00689,Pranali,Bhosale,9000090209,pranali.bhosale.327@example.com,Mumbai,web_reveal,lead,true,false,35 to 39,Insurance and cover,PLAN,false,2026-05-25,false
P00690,Swathi,Balakrishnan,9000086286,swathi.balakrishnan.565@example.com,Chennai,web_reveal,lead,true,false,25 to 29,Insurance and cover,PLAN,false,2026-05-25,false
P00695,Revathi,Nair,9000025561,,Chennai,community,lead,false,false,,,,true,2026-05-25,false
P00696,Devika,Thakkar,9000050456,devika.thakkar.993@example.com,Mumbai,web_reveal,lead,true,false,30 to 34,Insurance and cover,ALPHA,false,2026-05-26,false
P00699,Ramya,Prasad,9000091125,,Bengaluru,organic,lead,true,false,,,,false,2026-05-26,false
P00701,Naina,Srivastava,9000079686,,Noida,corporate_session,lead,true,false,,,,false,2026-05-26,false
P00702,Vaibhav,Jain,9000063682,vaibhav.jain.511@example.com,Delhi,web_reveal,lead,true,false,30 to 34,Paying off loans,PLAN,false,2026-05-26,false
P00707,Riddhi,Sawant,9000008649,riddhi.sawant.578@example.com,Mumbai,web_reveal,lead,true,false,30 to 34,Where to invest,PLAN,false,2026-05-26,false
P00709,Rajiv,Kamath,9000094447,,Bengaluru,corporate_session,lead,true,false,,,,false,2026-05-26,false
P00710,Deepa,Menon,9000081632,,Bengaluru,corporate_session,lead,true,false,,,,false,2026-05-26,false
P00712,Mohit,Bansal,9000059464,mohit.bansal.448@example.com,Noida,web_reveal,lead,true,false,40 to 44,Paying off loans,ALPHA,false,2026-05-27,false
P00713,Pranav,Bhatia,9000028149,,Gurugram,corporate_session,lead,false,false,,,,false,2026-05-27,false
P00717,Rohit,Dave,9000048188,,Mumbai,referral,lead,true,false,,,,false,2026-05-27,false
P00719,Shreya,Chopra,9000048913,,Delhi,referral,lead,true,false,,,,false,2026-05-27,false
P00726,Rohan,Mishra,9000032871,,Gurugram,community,lead,true,false,,,,true,2026-05-28,false
P00731,Kabir,Saxena,9000063364,,Gurugram,organic,lead,false,true,,,,true,2026-05-28,false
P00732,Chinmay,Dave,9000042135,chinmay.dave.149@example.com,Mumbai,community,lead,true,false,,Where to invest,ALPHA,true,2026-05-28,false
P00736,Yogesh,Pandya,9000026472,,Mumbai,community,lead,true,false,,,,true,2026-05-28,false
P00738,Ishani,Banerjee,9000063295,ishani.banerjee.463@example.com,Bhubaneswar,web_reveal,lead,false,false,25 to 29,Paying off loans,ALPHA,false,2026-05-28,false
P00739,Akshay,Mehra,9000014777,akshay.mehra.591@example.com,Chandigarh,community,lead,true,false,,Insurance and cover,PLAN,true,2026-05-28,false
P00740,Priyanka,Nayak,9000026599,,Kolkata,community,lead,true,false,,,,true,2026-05-28,false
P00742,Devika,Naik,9000014823,,Pune,community,lead,true,false,,,,true,2026-05-29,false
P00743,Sahil,Pandey,9000027899,,Gurugram,community,lead,true,false,,,,true,2026-05-29,false
P00746,Aniket,Desai,9000047119,,Mumbai,corporate_session,lead,false,false,,,,false,2026-05-29,false
P00748,Yogesh,Mehta,9000087679,,Noida,corporate_session,lead,true,false,,,,false,2026-05-29,false
P00751,Rohan,Srivastava,9000024367,rohan.srivastava.210@example.com,Lucknow,web_reveal,lead,true,false,30 to 34,Paying off loans,PLAN,true,2026-05-29,false
P00755,Nishant,Jadhav,9000065172,,Pune,community,lead,true,false,,,,true,2026-05-30,false
P00756,Arjun,Gupta,9000095404,,Mumbai,community,lead,true,false,,,,true,2026-05-30,false
P00759,Ananya,Sen,9000063702,,Pune,corporate_session,lead,false,false,,,,false,2026-05-30,false
P00760,Chinmay,Jain,9000049226,,Pune,organic,lead,true,true,,,,false,2026-05-30,false
P00761,Parth,Patil,9000011669,,Pune,community,lead,true,false,,,,true,2026-05-30,false
P00763,Varsha,Reddy,9000042577,varsha.reddy.686@example.com,Hyderabad,community,lead,true,false,,Saving enough every month,ALPHA,true,2026-05-30,false
P00764,Kabir,Kohli,9000006366,,Delhi,referral,lead,true,false,,,,false,2026-05-30,false
P00765,Sneha,Joshi,9000066628,,Ahmedabad,community,lead,true,false,,,,true,2026-05-30,false
P00767,Mohit,Bansal,9000016629,,Lucknow,community,lead,true,true,,,,true,2026-05-30,false
P00768,Nitin,Verma,9000013010,nitin.verma.673@example.com,Noida,web_reveal,lead,true,false,35 to 39,Saving enough every month,PLAN,false,2026-05-30,false
P00771,Keerthana,Kumar,9000047717,,Bengaluru,organic,lead,true,false,,,,false,2026-05-31,false
P00772,Divya,Mehra,9000047345,,Gurugram,referral,lead,true,false,,,,false,2026-05-31,false
P00773,Sandeep,Krishnan,9000013362,,Hyderabad,community,lead,true,false,,,,true,2026-05-31,false
P00774,Krupa,Thakkar,9000094119,,Pune,organic,lead,false,false,,,,false,2026-05-31,false
P00777,Indrani,Roy,9000099580,indrani.roy.493@example.com,Kolkata,community,lead,true,false,,Where to invest,PLAN,true,2026-05-31,false
P00778,Shreya,Malhotra,9000092714,,Delhi,corporate_session,lead,true,false,,,,true,2026-05-31,false
P00779,Mihir,Pawar,9000030538,,Pune,community,lead,true,false,,,,true,2026-05-31,false
P00783,Parth,Bhosale,9000056513,,Pune,referral,lead,true,false,,,,false,2026-05-31,false
P00788,Aparna,Kamath,9000042744,,Hyderabad,organic,lead,true,false,,,,false,2026-06-01,false
P00789,Manish,Tandon,9000018290,,Gurugram,community,lead,true,false,,,,true,2026-06-01,false
P00791,Kaushik,Dutta,9000036089,,Delhi,community,lead,true,false,,,,true,2026-06-01,false
P00793,Priya,Bansal,9000018387,priya.bansal.679@example.com,Lucknow,web_reveal,lead,true,false,25 to 29,My children's education,PLAN,false,2026-06-01,false
P00798,Nirav,Gokhale,9000001085,,Mumbai,community,lead,true,false,,,,true,2026-06-01,false
P00799,Shreyasi,Sen,9000015409,,Noida,organic,lead,true,false,,,,false,2026-06-01,false
P00803,Sneha,Deshmukh,9000010108,sneha.deshmukh.552@example.com,Mumbai,web_reveal,lead,true,false,30 to 34,Insurance and cover,ALPHA,false,2026-06-01,false
P00804,Vikram,Srivastava,9000060471,,Gurugram,organic,lead,true,false,,,,false,2026-06-01,false
P00805,Arnab,Majumdar,9000059189,,Gurugram,community,lead,true,false,,,,true,2026-06-01,false
P00810,Riddhi,Kamat,9000037068,,Pune,corporate_session,lead,true,false,,,,false,2026-06-02,false
P00811,Bhavana,Chandran,9000061197,,Hyderabad,organic,lead,true,false,,,,false,2026-06-02,false
P00813,Divya,Tandon,9000039981,,Delhi,community,lead,true,false,,,,true,2026-06-02,false
P00814,Foram,Shah,9000083137,foram.shah.384@example.com,Mumbai,community,lead,true,false,,Saving enough every month,PLAN,true,2026-06-02,false
P00815,Sakshi,Gill,9000064307,,Gurugram,organic,lead,false,false,,,,false,2026-06-02,false
P00817,Foram,Gokhale,9000024962,foram.gokhale.537@example.com,Pune,web_reveal,lead,true,false,30 to 34,Insurance and cover,PLAN,false,2026-06-02,false
P00818,Aniket,Sawant,9000038139,,Pune,community,lead,true,false,,,,true,2026-06-02,false
P00824,Ketan,Shah,9000045799,ketan.shah.303@example.com,Mumbai,community,lead,true,false,,My children's education,PLAN,true,2026-06-03,false
P00825,Yash,Bhatia,9000015782,,Delhi,corporate_session,lead,true,false,,,,false,2026-06-03,false
P00827,Anjali,Bedi,9000072489,,Gurugram,community,lead,true,false,,,,true,2026-06-03,false
P00829,Aakash,Tandon,9000015091,,Gurugram,community,lead,true,false,,,,true,2026-06-03,false
P00832,Priya,Mehra,9000063144,,Delhi,community,lead,true,false,,,,true,2026-06-03,false
P00833,Aniket,Pawar,9000014939,,Surat,community,lead,true,false,,,,true,2026-06-03,false
P00842,Divya,Bedi,9000036399,divya.bedi.172@example.com,Delhi,community,lead,true,false,,Paying off loans,ALPHA,true,2026-06-04,false
P00845,Vidya,Shetty,9000088308,vidya.shetty.489@example.com,Chennai,community,lead,true,false,,Retiring early,PLAN,true,2026-06-04,false
P00849,Aniket,Apte,9000073006,,Mumbai,organic,lead,true,false,,,,false,2026-06-04,false
P00850,Vishnu,Krishnan,9000034027,vishnu.krishnan.745@example.com,Chennai,community,lead,true,false,,Insurance and cover,ALPHA,true,2026-06-05,false
P00851,Pranali,Apte,9000048605,,Mumbai,corporate_session,lead,false,false,,,,false,2026-06-05,false
P00852,Sindhu,Shetty,9000060020,sindhu.shetty.585@example.com,Coimbatore,community,lead,true,true,,Insurance and cover,PLAN,true,2026-06-05,false
P00853,Arjun,Rathore,9000089334,arjun.rathore.455@example.com,Gurugram,web_reveal,lead,false,false,30 to 34,Where to invest,PLAN,false,2026-06-05,false
P00854,Tanmoy,Mukherjee,9000028747,tanmoy.mukherjee.344@example.com,Noida,web_reveal,lead,true,false,25 to 29,Retiring early,PLAN,false,2026-06-05,false
P00855,Meera,Bedi,9000082048,,Gurugram,organic,lead,true,false,,,,true,2026-06-05,false
P00857,Rajarshi,Das,9000091166,rajarshi.das.176@example.com,Hyderabad,community,lead,false,false,,Paying off loans,PLAN,true,2026-06-05,false
P00859,Srinivas,Shetty,9000036707,srinivas.shetty.380@example.com,Hyderabad,community,lead,true,false,,Paying off loans,PLAN,true,2026-06-05,false
P00860,Ayesha,Khanna,9000043478,ayesha.khanna.960@example.com,Gurugram,community,lead,true,false,,Retiring early,PLAN,true,2026-06-05,false
P00861,Subhajit,Majumdar,9000029072,,Chennai,community,lead,false,false,,,,true,2026-06-05,false
P00862,Lakshmi,Hegde,9000074113,lakshmi.hegde.519@example.com,Hyderabad,web_reveal,lead,false,false,35 to 39,Paying off loans,ALPHA,true,2026-06-06,false
P00863,Karan,Kapoor,9000064752,karan.kapoor.343@example.com,Gurugram,community,lead,true,true,,Retiring early,ALPHA,true,2026-06-06,false
P00866,Karthik,Kamath,9000070047,,Chennai,corporate_session,lead,true,false,,,,false,2026-06-06,false
P00870,Shreya,Singh,9000055272,,Noida,community,lead,true,false,,,,true,2026-06-06,false
P00871,Deepa,Naidu,9000058143,deepa.naidu.631@example.com,Chennai,community,lead,true,false,,My children's education,PLAN,true,2026-06-06,false
P00872,Anirban,Patnaik,9000043613,,Delhi,corporate_session,lead,true,true,,,,false,2026-06-06,false
P00877,Aravind,Shetty,9000058404,aravind.shetty.829@example.com,Hyderabad,community,lead,true,false,,Where to invest,PLAN,true,2026-06-06,false
P00878,Gayathri,Murthy,9000025499,,Bengaluru,community,lead,true,false,,,,true,2026-06-06,false
P00880,Gurpreet,Mishra,9000062279,,Gurugram,community,lead,true,false,,,,true,2026-06-06,false
P00883,Yogesh,Jadhav,9000017845,,Pune,corporate_session,lead,true,false,,,,false,2026-06-07,false
P00884,Rohan,Agarwal,9000049768,,Gurugram,organic,lead,true,false,,,,true,2026-06-07,false
P00886,Sudipta,Mukherjee,9000062225,,Pune,community,lead,true,false,,,,true,2026-06-07,false
P00887,Akshay,Khanna,9000016622,,Mumbai,corporate_session,lead,true,false,,,,false,2026-06-07,false
P00888,Aman,Agarwal,9000083661,aman.agarwal.296@example.com,Noida,community,lead,true,false,,My children's education,ALPHA,true,2026-06-07,false
P00889,Kabir,Khanna,9000049878,,Delhi,community,lead,true,false,,,,true,2026-06-07,false
P00890,Aravind,Menon,9000090419,aravind.menon.458@example.com,Hyderabad,web_reveal,lead,true,false,35 to 39,Saving enough every month,ALPHA,false,2026-06-07,false
P00895,Keerthana,Rajan,9000081395,keerthana.rajan.493@example.com,Hyderabad,web_reveal,lead,true,false,35 to 39,Paying off loans,PLAN,false,2026-06-08,false
P00896,Mohit,Kapoor,9000014615,,Gurugram,community,lead,true,false,,,,true,2026-06-08,false
P00898,Swathi,Krishnan,9000053638,,Chennai,community,lead,true,false,,,,true,2026-06-08,false
P00900,Vaibhav,Sawant,9000003595,,Mumbai,community,lead,true,false,,,,true,2026-06-08,false
P00903,Nikhil,Malhotra,9000019466,,Gurugram,corporate_session,lead,true,false,,,,true,2026-06-08,false
P00905,Meera,Kapoor,9000046353,,Gurugram,corporate_session,lead,false,false,,,,true,2026-06-08,false
P00906,Urvi,Apte,9000065281,,Pune,corporate_session,lead,true,false,,,,false,2026-06-08,false
P00907,Madhav,Balakrishnan,9000025784,,Bengaluru,corporate_session,lead,true,false,,,,false,2026-06-08,false
P00908,Vidya,Chandran,9000067208,vidya.chandran.756@example.com,Bengaluru,community,lead,true,false,,Insurance and cover,PLAN,true,2026-06-08,false
P00909,Bhavana,Menon,9000090379,,Chennai,corporate_session,lead,false,false,,,,false,2026-06-08,false
P00910,Deepa,Krishnan,9000075430,deepa.krishnan.316@example.com,Kochi,community,lead,true,false,,Retiring early,ALPHA,true,2026-06-09,false
P00913,Ketan,Gokhale,9000084101,,Mumbai,corporate_session,lead,true,false,,,,false,2026-06-09,false
P00914,Prachi,Pawar,9000027541,,Ahmedabad,corporate_session,lead,false,false,,,,false,2026-06-09,false
P00916,Kinjal,Gokhale,9000024638,,Bengaluru,corporate_session,lead,true,true,,,,false,2026-06-09,false
P00917,Kunal,Gokhale,9000020238,,Pune,community,lead,true,false,,,,true,2026-06-09,false
P00918,Arun,Pai,9000058634,,Hyderabad,organic,lead,false,false,,,,false,2026-06-09,false
P00919,Rohit,Bhosale,9000093791,,Pune,community,lead,true,false,,,,true,2026-06-09,false
P00920,Ankit,Singh,9000036496,ankit.singh.264@example.com,Gurugram,community,lead,true,false,,My children's education,ALPHA,true,2026-06-09,false
P00922,Naina,Verma,9000036246,,Delhi,community,lead,true,false,,,,true,2026-06-09,false
P00923,Prasanna,Subramanian,9000010074,,Hyderabad,community,lead,true,false,,,,true,2026-06-09,false
P00924,Tanmoy,Bose,9000059689,,Kolkata,organic,lead,true,false,,,,false,2026-06-09,false
P00925,Gurpreet,Sharma,9000043678,,Noida,community,lead,true,false,,,,true,2026-06-09,false
P00926,Shruti,Patel,9000017279,,Gurugram,organic,lead,false,false,,,,false,2026-06-09,false
P00927,Riddhi,Shinde,9000029186,,Pune,community,lead,false,false,,,,true,2026-06-09,false
P00937,Arjun,Arora,9000024013,,Gurugram,community,lead,true,false,,,,true,2026-06-10,false
P00940,Aniket,Sawant,9000072824,,Pune,organic,lead,true,false,,,,false,2026-06-10,false
P00942,Aman,Bedi,9000010813,,Gurugram,organic,lead,false,false,,,,true,2026-06-10,false
P00943,Ganesh,Rao,9000018146,,Bengaluru,community,lead,true,false,,,,true,2026-06-10,false
P00944,Zoya,Mishra,9000028285,,Delhi,corporate_session,lead,false,true,,,,false,2026-06-10,false
P00947,Harpreet,Bedi,9000029241,harpreet.bedi.444@example.com,Gurugram,community,lead,true,false,,Insurance and cover,ALPHA,true,2026-06-10,false
P00951,Priya,Mehra,9000055439,,Chennai,community,lead,true,true,,,,true,2026-06-10,false
P00952,Gauri,Shah,9000072229,,Ahmedabad,corporate_session,lead,true,false,,,,false,2026-06-10,false
P00953,Sanjana,Khanna,9000019388,sanjana.khanna.287@example.com,Gurugram,community,lead,true,false,,Retiring early,ALPHA,true,2026-06-10,false
P00955,Ganesh,Raman,9000038258,ganesh.raman.982@example.com,Pune,web_reveal,lead,false,false,25 to 29,Insurance and cover,PLAN,false,2026-06-10,false
P00958,Yash,Tiwari,9000007938,,Gurugram,organic,lead,true,false,,,,false,2026-06-11,false
P00959,Harini,Raman,9000091255,harini.raman.572@example.com,Hyderabad,community,lead,false,false,,Insurance and cover,PLAN,true,2026-06-11,false
P00960,Mihir,Dave,9000011645,mihir.dave.339@example.com,Mumbai,web_reveal,lead,false,false,30 to 34,Paying off loans,ALPHA,false,2026-06-11,false
P00961,Kavya,Tiwari,9000083573,kavya.tiwari.224@example.com,Delhi,community,lead,true,false,,Insurance and cover,PLAN,true,2026-06-11,false
P00966,Ishaan,Bhatia,9000055022,,Gurugram,referral,lead,true,false,,,,true,2026-06-11,false
P00967,Sai,Hegde,9000054073,,Chennai,corporate_session,lead,true,false,,,,false,2026-06-11,false
P00968,Nikhil,Chauhan,9000093940,,Gurugram,corporate_session,lead,true,false,,,,false,2026-06-11,false
P00969,Shalini,Menon,9000045639,,Visakhapatnam,corporate_session,lead,true,false,,,,false,2026-06-11,false
P00971,Chaitanya,Menon,9000042046,,Hyderabad,corporate_session,lead,true,false,,,,false,2026-06-11,false
P00973,Aman,Bansal,9000057145,,Gurugram,community,lead,true,false,,,,true,2026-06-11,false
P00978,Jasleen,Bansal,9000060234,,Gurugram,community,lead,true,false,,,,true,2026-06-12,false
P00980,Nandini,Pai,9000070337,nandini.pai.314@example.com,Bengaluru,community,lead,true,false,,Retiring early,PLAN,true,2026-06-12,false
P00981,Rutuja,Kulkarni,9000032971,,Mumbai,organic,lead,true,true,,,,false,2026-06-12,false
P00984,Urvi,Jadhav,9000094028,urvi.jadhav.524@example.com,Pune,community,lead,true,false,,My children's education,PLAN,true,2026-06-12,false
P00986,Ganesh,Reddy,9000017270,,Bengaluru,corporate_session,lead,true,false,,,,false,2026-06-12,false
P00987,Aman,Chauhan,9000012365,,Gurugram,corporate_session,lead,true,false,,,,false,2026-06-12,false
P00988,Varsha,Pai,9000038257,,Hyderabad,community,lead,true,false,,,,true,2026-06-13,false
P00992,Revathi,Subramanian,9000006386,revathi.subramanian.588@example.com,Bengaluru,community,lead,true,false,,Paying off loans,ALPHA,true,2026-06-13,false
P00994,Rohan,Pandey,9000007209,,Gurugram,community,lead,true,false,,,,true,2026-06-13,false
P00996,Omkar,Trivedi,9000084969,,Hyderabad,organic,lead,true,false,,,,false,2026-06-13,false
P00998,Sindhu,Varma,9000090146,,Chennai,corporate_session,lead,true,false,,,,false,2026-06-13,false
P00999,Saloni,Thakkar,9000044159,,Ahmedabad,corporate_session,lead,true,false,,,,false,2026-06-13,false
P01000,Venkat,Iyengar,9000039655,venkat.iyengar.734@example.com,Hyderabad,web_reveal,lead,false,false,30 to 34,Paying off loans,PLAN,false,2026-06-13,false
P01002,Nandini,Chandran,9000001623,nandini.chandran.161@example.com,Chennai,community,lead,true,false,,Paying off loans,ALPHA,true,2026-06-13,false
P01003,Rajarshi,Chatterjee,9000036027,,Mumbai,community,lead,true,true,,,,true,2026-06-14,false
P01005,Krupa,Trivedi,9000006818,krupa.trivedi.844@example.com,Ahmedabad,web_reveal,lead,true,true,30 to 34,Where to invest,PLAN,false,2026-06-14,false
P01009,Aditya,Bansal,9000039862,,Delhi,corporate_session,lead,false,false,,,,false,2026-06-14,false
P01011,Aravind,Shetty,9000093394,aravind.shetty.357@example.com,Bengaluru,community,lead,true,false,,Insurance and cover,ALPHA,true,2026-06-14,false
P01012,Meenakshi,Nair,9000035465,,Hyderabad,community,lead,true,false,,,,true,2026-06-14,false
P01016,Shruti,Bhosale,9000043594,,Pune,organic,lead,false,true,,,,true,2026-06-14,false
P01017,Mohit,Pandey,9000038877,,Delhi,community,lead,true,false,,,,true,2026-06-14,false
P01018,Arnab,Sahoo,9000091923,arnab.sahoo.427@example.com,Kolkata,web_reveal,lead,true,false,40 to 44,Paying off loans,PLAN,true,2026-06-15,false
P01019,Aakash,Mishra,9000041811,aakash.mishra.278@example.com,Gurugram,community,lead,true,false,,Saving enough every month,ALPHA,true,2026-06-15,false
