Timestamp,Email,Top Money Concern,Keyword,Source,Community Joined,Resource Sent
2026-08-25T13:35:49+05:30,hetal.joshi.906@example.com,Retiring early,PLAN,web_reveal,false,none
2026-06-14T10:49:07+05:30,hetal.pandya.343@example.com,Where to invest,ALPHA,community,true,Money checklist PDF
2026-08-03T18:50:35+05:30,hetal.sawant.208@example.com,Where to invest,ALPHA,web_reveal,false,Reveal walkthrough video
2026-09-13T10:40:10+05:30,hetal.shah.386@example.com,Saving enough every month,ALPHA,community,true,none
2026-04-09T16:41:51+05:30,hetal.thakkar.238@example.com,Paying off loans,PLAN,web_reveal,false,Reveal walkthrough video
2026-04-27T10:58:16+05:30,hetal.thakkar.276@example.com,Saving enough every month,PLAN,web_reveal,true,Money checklist PDF
2026-04-28T23:07:33+05:30,hetal.thakkar.633@example.com,Insurance and cover,PLAN,web_reveal,false,Money checklist PDF
2026-08-31T21:40:15+05:30,hetal.thakkar.935@example.com,Retiring early,PLAN,web_reveal,false,Reveal walkthrough video
2026-05-24T20:10:31+05:30,indrani.banerjee.456@example.com,Saving enough every month,PLAN,community,true,Money checklist PDF
2026-07-05T23:02:08+05:30,indrani.chatterjee.582@example.com,Saving enough every month,ALPHA,community,true,none
2026-08-21T14:11:42+05:30,indrani.pradhan.254@example.com,My children's education,ALPHA,community,true,none
2026-05-31T15:20:05+05:30,indrani.roy.493@example.com,Where to invest,PLAN,community,true,none
2026-09-08T18:14:10+05:30,ishaan.arora.135@example.com,My children's education,ALPHA,community,true,Money checklist PDF
2026-04-28T21:44:57+05:30,ishaan.chopra.656@example.com,Retiring early,ALPHA,web_reveal,false,Reveal walkthrough video
2026-08-31T11:53:26+05:30,ishaan.kapoor.229@example.com,Retiring early,ALPHA,web_reveal,false,Reveal walkthrough video
2026-09-19T13:16:45+05:30,ishaan.mehra.732@example.com,Retiring early,PLAN,community,true,Money checklist PDF
2026-09-10T09:02:48+05:30,ishaan.sharma.642@example.com,Where to invest,PLAN,web_reveal,false,none
2026-06-07T18:38:32+05:30,ishaan.singh.267@example.com,Where to invest,ALPHA,community,true,none
2026-05-28T21:08:59+05:30,ishani.banerjee.463@example.com,Paying off loans,ALPHA,web_reveal,false,none
2026-08-30T13:32:22+05:30,ishani.chatterjee.839@example.com,Saving enough every month,PLAN,community,true,Reveal walkthrough video
2026-08-18T15:37:55+05:30,ishani.dutta.323@example.com,My children's education,PLAN,web_reveal,false,Reveal walkthrough video
2026-06-23T15:18:47+05:30,ishani.roy.158@example.com,Saving enough every month,ALPHA,community,true,Reveal walkthrough video
2026-08-07T16:26:34+05:30,ishita.chauhan.751@example.com,Retiring early,PLAN,web_reveal,false,Money checklist PDF
2026-04-08T21:17:03+05:30,ishita.saxena.247@example.com,My children's education,PLAN,community,true,Money checklist PDF
2026-09-11T21:10:21+05:30,ishita.saxena.926@example.com,Saving enough every month,PLAN,web_reveal,false,Reveal walkthrough video
2026-07-23T21:57:36+05:30,ishita.tiwari.580@example.com,Paying off loans,PLAN,community,true,Reveal walkthrough video
2026-06-04T16:44:05+05:30,janani.iyengar.393@example.com,Retiring early,PLAN,web_reveal,false,Reveal walkthrough video
2026-06-16T05:33:13+05:30,janani.kumar.377@example.com,Retiring early,PLAN,community,true,Money checklist PDF
2026-08-28T02:48:55+05:30,janani.kumar.422@example.com,Retiring early,PLAN,community,true,Money checklist PDF
2026-05-16T07:49:37+05:30,janani.naidu.668@example.com,My children's education,ALPHA,web_reveal,false,Money checklist PDF
2026-09-13T12:47:53+05:30,janani.prasad.668@example.com,Where to invest,PLAN,web_reveal,false,Reveal walkthrough video
2026-05-08T15:02:30+05:30,janani.raman.939@example.com,Retiring early,PLAN,web_reveal,false,Money checklist PDF
2026-09-10T20:15:13+05:30,janani.rao.711@example.com,My children's education,ALPHA,web_reveal,true,Reveal walkthrough video
2026-07-10T13:01:07+05:30,janani.rao.737@example.com,Insurance and cover,ALPHA,web_reveal,false,Reveal walkthrough video
2026-09-04T19:15:21+05:30,jasleen.kohli.111@example.com,My children's education,ALPHA,community,true,Money checklist PDF
2026-07-06T15:04:28+05:30,jasleen.pandey.471@example.com,Saving enough every month,PLAN,web_reveal,true,none
2026-07-27T20:26:38+05:30,jasleen.tandon.598@example.com,Insurance and cover,ALPHA,web_reveal,true,none
2026-09-12T19:56:15+05:30,jasleen.verma.826@example.com,Saving enough every month,ALPHA,web_reveal,false,Reveal walkthrough video
2026-09-10T09:30:28+05:30,jay.desai.462@example.com,My children's education,ALPHA,web_reveal,false,Reveal walkthrough video
2026-07-01T10:19:32+05:30,jay.deshmukh.626@example.com,Where to invest,ALPHA,web_reveal,false,Reveal walkthrough video
2026-05-20T12:01:43+05:30,jay.jadhav.144@example.com,Saving enough every month,PLAN,community,true,Money checklist PDF
2026-05-13T22:13:02+05:30,jay.joshi.156@example.com,Where to invest,ALPHA,community,true,Reveal walkthrough video
2026-08-01T21:21:35+05:30,jay.kamat.825@example.com,Paying off loans,ALPHA,web_reveal,false,Reveal walkthrough video
2026-05-28T14:23:04+05:30,jay.mehta.241@example.com,My children's education,ALPHA,web_reveal,false,Reveal walkthrough video
2026-06-29T19:42:44+05:30,jay.pandya.697@example.com,My children's education,ALPHA,web_reveal,false,Money checklist PDF
2026-07-15T23:32:49+05:30,jay.shah.953@example.com,Paying off loans,PLAN,web_reveal,false,Reveal walkthrough video
2026-07-12T10:19:05+05:30,jigar.desai.256@example.com,My children's education,PLAN,web_reveal,false,none
2026-07-04T00:22:03+05:30,jigar.deshmukh.427@example.com,Saving enough every month,ALPHA,community,true,Money checklist PDF
2026-05-08T15:22:09+05:30,jigar.patel.143@example.com,Where to invest,PLAN,community,true,Reveal walkthrough video
2026-09-11T11:33:48+05:30,jigar.patil.555@example.com,Saving enough every month,PLAN,web_reveal,false,Money checklist PDF
2026-08-04T13:38:42+05:30,jigar.patil.906@example.com,Paying off loans,PLAN,web_reveal,true,Reveal walkthrough video
2026-08-14T14:24:43+05:30,jigar.shah.656@example.com,Where to invest,PLAN,web_reveal,false,Money checklist PDF
2026-09-18T20:05:35+05:30,jigar.vora.328@example.com,Where to invest,PLAN,web_reveal,false,Reveal walkthrough video
2026-09-09T08:29:19+05:30,kabir.bansal.530@example.com,My children's education,PLAN,web_reveal,false,none
2026-07-18T16:53:34+05:30,kabir.bedi.229@example.com,Paying off loans,ALPHA,community,true,Money checklist PDF
2026-07-17T07:56:03+05:30,kabir.chopra.711@example.com,Insurance and cover,ALPHA,community,true,none
2026-07-19T19:36:50+05:30,kabir.gill.398@example.com,Retiring early,ALPHA,community,true,Reveal walkthrough video
2026-09-09T09:50:59+05:30,kabir.srivastava.283@example.com,Retiring early,PLAN,community,true,none
2026-05-27T19:39:07+05:30,karan.bhatia.819@example.com,Paying off loans,ALPHA,community,true,Reveal walkthrough video
2026-06-25T14:51:28+05:30,karan.bhatia.880@example.com,Where to invest,PLAN,community,true,Money checklist PDF
2026-06-06T09:02:44+05:30,karan.kapoor.343@example.com,Retiring early,ALPHA,community,true,Reveal walkthrough video
2026-04-23T12:30:34+05:30,karan.kapoor.623@example.com,Insurance and cover,ALPHA,web_reveal,false,none
2026-06-15T12:35:20+05:30,karan.pandey.372@example.com,Where to invest,ALPHA,web_reveal,true,Reveal walkthrough video
2026-04-02T09:56:25+05:30,karan.rathore.164@example.com,Retiring early,ALPHA,web_reveal,false,Reveal walkthrough video
2026-04-07T13:07:58+05:30,karan.rathore.250@example.com,Where to invest,PLAN,web_reveal,false,none
2026-05-24T18:54:06+05:30,karan.rathore.531@example.com,Paying off loans,ALPHA,web_reveal,false,Reveal walkthrough video
2026-06-19T12:30:15+05:30,karan.singh.783@example.com,Saving enough every month,PLAN,web_reveal,false,Reveal walkthrough video
2026-05-22T13:27:09+05:30,karthik.murthy.692@example.com,Saving enough every month,PLAN,web_reveal,false,none
2026-08-26T17:46:35+05:30,karthik.naidu.336@example.com,Insurance and cover,PLAN,web_reveal,false,Money checklist PDF
2026-07-28T22:55:42+05:30,karthik.rajan.291@example.com,Paying off loans,ALPHA,web_reveal,false,Money checklist PDF
2026-06-28T20:32:07+05:30,karthik.rao.373@example.com,Retiring early,PLAN,web_reveal,false,none
2026-05-17T19:07:01+05:30,karthik.reddy.600@example.com,Where to invest,PLAN,community,true,Reveal walkthrough video
2026-04-24T17:37:13+05:30,karthik.subramanian.197@example.com,Paying off loans,PLAN,community,true,none
2026-05-02T22:55:49+05:30,karthik.varma.416@example.com,Saving enough every month,PLAN,web_reveal,false,Reveal walkthrough video
2026-07-31T12:28:14+05:30,kaushik.roy.232@example.com,Saving enough every month,PLAN,community,true,Money checklist PDF
2026-07-10T18:14:39+05:30,kavitha.balakrishnan.557@example.com,Paying off loans,ALPHA,web_reveal,false,Reveal walkthrough video
2026-08-30T16:02:26+05:30,kavitha.krishnan.105@example.com,Where to invest,ALPHA,community,true,none
2026-04-29T13:14:29+05:30,kavitha.kumar.988@example.com,Where to invest,PLAN,community,true,Money checklist PDF
2026-08-14T10:57:27+05:30,kavitha.naidu.563@example.com,Retiring early,ALPHA,community,true,Money checklist PDF
2026-08-01T17:57:15+05:30,kavya.gupta.848@example.com,Saving enough every month,PLAN,web_reveal,false,Money checklist PDF
2026-04-10T10:14:40+05:30,kavya.kohli.865@example.com,Paying off loans,ALPHA,community,true,none
2026-07-07T18:37:55+05:30,kavya.sharma.408@example.com,Saving enough every month,PLAN,web_reveal,false,Money checklist PDF
2026-06-11T11:34:08+05:30,kavya.tiwari.224@example.com,Insurance and cover,PLAN,community,true,Reveal walkthrough video
2026-08-07T10:25:51+05:30,keerthana.krishnan.576@example.com,Retiring early,ALPHA,community,true,Money checklist PDF
2026-05-26T14:12:11+05:30,keerthana.menon.334@example.com,My children's education,ALPHA,community,true,none
2026-06-08T08:27:51+05:30,keerthana.rajan.493@example.com,Paying off loans,PLAN,web_reveal,false,Money checklist PDF
2026-09-21T12:28:13+05:30,keerthana.reddy.411@example.com,Where to invest,PLAN,community,true,Money checklist PDF
2026-07-22T19:14:41+05:30,ketan.bhosale.326@example.com,Where to invest,ALPHA,community,true,none
2026-09-13T09:44:35+05:30,ketan.chitale.720@example.com,My children's education,PLAN,web_reveal,false,Reveal walkthrough video
2026-04-01T11:42:56+05:30,ketan.desai.213@example.com,My children's education,PLAN,web_reveal,false,Money checklist PDF
2026-05-24T16:21:00+05:30,ketan.deshmukh.462@example.com,Paying off loans,ALPHA,web_reveal,false,none
2026-05-04T19:34:00+05:30,ketan.gokhale.500@example.com,Saving enough every month,ALPHA,community,true,Money checklist PDF
2026-07-06T10:55:40+05:30,ketan.kamat.672@example.com,My children's education,ALPHA,web_reveal,false,none
2026-08-24T17:51:24+05:30,ketan.kulkarni.225@example.com,Retiring early,PLAN,community,true,Money checklist PDF
2026-05-12T14:54:09+05:30,ketan.naik.907@example.com,My children's education,PLAN,community,true,Money checklist PDF
2026-05-23T00:09:34+05:30,ketan.patil.343@example.com,Where to invest,ALPHA,community,true,Money checklist PDF
2026-08-11T21:04:52+05:30,ketan.pawar.483@example.com,Where to invest,ALPHA,community,true,Money checklist PDF
2026-06-03T09:28:17+05:30,ketan.shah.303@example.com,My children's education,PLAN,community,true,Reveal walkthrough video
2026-09-13T19:09:58+05:30,ketan.vora.712@example.com,Where to invest,PLAN,community,true,none
2026-08-08T23:12:59+05:30,kinjal.bhosale.532@example.com,Insurance and cover,ALPHA,web_reveal,false,Reveal walkthrough video
2026-07-30T02:59:21+05:30,kinjal.gokhale.424@example.com,Saving enough every month,ALPHA,community,true,Money checklist PDF
2026-08-14T23:36:58+05:30,kinjal.gokhale.473@example.com,Where to invest,ALPHA,web_reveal,false,Reveal walkthrough video
2026-07-15T08:49:58+05:30,kinjal.jadhav.123@example.com,Insurance and cover,ALPHA,community,true,Money checklist PDF
2026-07-27T19:40:17+05:30,kinjal.kamat.817@example.com,Insurance and cover,PLAN,web_reveal,false,Money checklist PDF
2026-08-06T19:16:58+05:30,kinjal.naik.647@example.com,My children's education,ALPHA,web_reveal,false,Money checklist PDF
2026-08-17T10:28:45+05:30,krupa.patel.889@example.com,Paying off loans,PLAN,web_reveal,false,none
2026-06-14T09:12:14+05:30,krupa.trivedi.844@example.com,Where to invest,PLAN,web_reveal,false,none
2026-08-30T12:45:54+05:30,kunal.chitale.430@example.com,My children's education,PLAN,web_reveal,false,none
2026-09-12T11:37:21+05:30,kunal.chitale.598@example.com,Insurance and cover,ALPHA,web_reveal,false,Reveal walkthrough video
2026-09-11T20:44:53+05:30,kunal.deshmukh.381@example.com,My children's education,PLAN,web_reveal,false,Reveal walkthrough video
2026-05-31T15:18:15+05:30,kunal.jadhav.187@example.com,Where to invest,ALPHA,community,true,Money checklist PDF
2026-09-05T14:49:19+05:30,kunal.jadhav.520@example.com,My children's education,ALPHA,community,true,Money checklist PDF
2026-09-07T12:01:54+05:30,kunal.kamat.184@example.com,Paying off loans,PLAN,web_reveal,true,Money checklist PDF
2026-09-13T20:47:34+05:30,kunal.pandya.391@example.com,Saving enough every month,ALPHA,community,true,Reveal walkthrough video
2026-05-25T23:05:11+05:30,kunal.sawant.430@example.com,Paying off loans,PLAN,community,true,none
2026-08-14T20:47:15+05:30,kunal.shah.214@example.com,Where to invest,ALPHA,community,true,none
2026-07-02T16:03:09+05:30,kunal.shah.268@example.com,Retiring early,PLAN,web_reveal,false,none
2026-08-14T10:23:53+05:30,kunal.trivedi.490@example.com,Insurance and cover,PLAN,web_reveal,false,none
2026-08-13T16:14:43+05:30,lakshmi.chandran.829@example.com,Retiring early,ALPHA,web_reveal,false,none
2026-08-11T18:11:32+05:30,lakshmi.gowda.938@example.com,Retiring early,PLAN,community,true,Reveal walkthrough video
2026-06-06T07:05:55+05:30,lakshmi.hegde.519@example.com,Paying off loans,ALPHA,web_reveal,true,Reveal walkthrough video
2026-05-07T09:23:42+05:30,lakshmi.kumar.206@example.com,Insurance and cover,ALPHA,web_reveal,false,Money checklist PDF
2026-09-01T12:19:56+05:30,lakshmi.prasad.234@example.com,Retiring early,PLAN,web_reveal,false,Reveal walkthrough video
2026-05-03T10:43:00+05:30,lakshmi.prasad.995@example.com,Insurance and cover,PLAN,community,true,none
2026-06-06T20:44:13+05:30,lakshmi.shetty.708@example.com,Insurance and cover,ALPHA,web_reveal,false,Money checklist PDF
2026-05-17T23:20:18+05:30,lakshmi.srinivasan.783@example.com,Insurance and cover,PLAN,web_reveal,false,Money checklist PDF
2026-08-20T19:09:12+05:30,lakshmi.subramanian.126@example.com,Retiring early,ALPHA,web_reveal,false,none
2026-09-21T12:30:57+05:30,lakshmi.subramanian.466@example.com,Where to invest,PLAN,community,true,Money checklist PDF
2026-04-24T20:50:20+05:30,madhav.balakrishnan.765@example.com,Paying off loans,ALPHA,community,true,Reveal walkthrough video
2026-09-22T18:30:11+05:30,madhav.chandran.115@example.com,Saving enough every month,ALPHA,web_reveal,false,Reveal walkthrough video
2026-06-20T14:14:34+05:30,madhav.chandran.326@example.com,Saving enough every month,PLAN,web_reveal,true,none
2026-07-26T21:15:35+05:30,madhav.chandran.454@example.com,Insurance and cover,ALPHA,web_reveal,false,Reveal walkthrough video
2026-08-21T12:57:15+05:30,madhav.chandran.843@example.com,Where to invest,ALPHA,web_reveal,false,Reveal walkthrough video
2026-05-25T10:32:50+05:30,madhav.iyengar.766@example.com,Paying off loans,ALPHA,community,true,Reveal walkthrough video
2026-04-02T04:27:14+05:30,madhav.kumar.387@example.com,Retiring early,ALPHA,web_reveal,true,Money checklist PDF
2026-04-17T13:33:39+05:30,madhav.kumar.441@example.com,Paying off loans,PLAN,web_reveal,false,Reveal walkthrough video
2026-07-16T11:29:46+05:30,madhav.murthy.745@example.com,My children's education,ALPHA,web_reveal,false,Money checklist PDF
2026-07-10T22:56:33+05:30,madhav.natarajan.386@example.com,Where to invest,PLAN,community,true,none
2026-08-13T12:30:25+05:30,madhav.pillai.339@example.com,Paying off loans,PLAN,web_reveal,false,Reveal walkthrough video
2026-07-06T14:48:43+05:30,madhav.rajan.756@example.com,Insurance and cover,PLAN,web_reveal,false,Reveal walkthrough video
2026-06-15T12:29:34+05:30,madhav.shetty.853@example.com,Where to invest,PLAN,web_reveal,false,Reveal walkthrough video
2026-08-08T11:12:36+05:30,madhura.dave.557@example.com,Paying off loans,PLAN,community,true,Reveal walkthrough video
2026-08-22T14:35:19+05:30,madhura.dave.647@example.com,Insurance and cover,PLAN,web_reveal,false,none
2026-08-07T16:16:57+05:30,madhura.jain.184@example.com,Insurance and cover,PLAN,web_reveal,false,Reveal walkthrough video
2026-09-11T10:43:12+05:30,madhura.patel.709@example.com,Saving enough every month,PLAN,web_reveal,false,Reveal walkthrough video
2026-09-16T11:36:53+05:30,madhura.pawar.578@example.com,My children's education,PLAN,web_reveal,false,Money checklist PDF
2026-05-24T11:04:40+05:30,madhura.thakkar.354@example.com,Insurance and cover,ALPHA,web_reveal,false,none
2026-07-14T13:28:03+05:30,manish.arora.614@example.com,Insurance and cover,PLAN,community,true,Money checklist PDF
2026-04-19T23:04:06+05:30,manish.chauhan.222@example.com,Retiring early,PLAN,web_reveal,false,Money checklist PDF
2026-07-03T08:19:28+05:30,manish.chopra.680@example.com,Insurance and cover,PLAN,community,true,Money checklist PDF
2026-04-20T21:37:05+05:30,manish.mishra.397@example.com,Saving enough every month,PLAN,web_reveal,false,Reveal walkthrough video
2026-07-10T21:16:15+05:30,manish.sharma.614@example.com,Insurance and cover,ALPHA,community,true,Reveal walkthrough video
2026-09-02T18:47:25+05:30,manish.singh.269@example.com,Retiring early,ALPHA,web_reveal,false,Reveal walkthrough video
2026-07-04T15:12:36+05:30,mansi.apte.277@example.com,Insurance and cover,ALPHA,community,true,Reveal walkthrough video
2026-08-31T09:07:46+05:30,mansi.patil.206@example.com,Retiring early,ALPHA,web_reveal,false,none
2026-05-21T12:28:24+05:30,mansi.pawar.339@example.com,Saving enough every month,PLAN,community,true,Reveal walkthrough video
2026-06-15T15:33:30+05:30,mansi.pawar.342@example.com,My children's education,ALPHA,community,true,none
2026-08-26T17:15:59+05:30,mansi.vora.606@example.com,My children's education,PLAN,web_reveal,false,none
2026-09-17T09:01:20+05:30,meenakshi.kumar.299@example.com,Saving enough every month,ALPHA,web_reveal,false,Reveal walkthrough video
2026-05-25T07:57:15+05:30,meenakshi.menon.112@example.com,Saving enough every month,ALPHA,web_reveal,true,Money checklist PDF
2026-04-07T11:50:27+05:30,meenakshi.murthy.683@example.com,Where to invest,ALPHA,community,true,none
2026-04-14T20:05:26+05:30,meenakshi.nair.277@example.com,Retiring early,ALPHA,web_reveal,false,none
2026-07-12T09:36:54+05:30,meenakshi.natarajan.518@example.com,Paying off loans,ALPHA,web_reveal,false,Money checklist PDF
2026-04-28T21:11:51+05:30,meenakshi.pai.649@example.com,Paying off loans,ALPHA,community,true,none
2026-04-20T22:33:56+05:30,meenakshi.prasad.948@example.com,Where to invest,ALPHA,web_reveal,true,Reveal walkthrough video
2026-04-16T10:06:04+05:30,meenakshi.raman.395@example.com,Paying off loans,PLAN,community,true,Money checklist PDF
2026-05-06T11:44:57+05:30,meenakshi.raman.529@example.com,Insurance and cover,ALPHA,community,true,Reveal walkthrough video
2026-05-07T13:32:11+05:30,meenakshi.rao.688@example.com,Paying off loans,PLAN,community,true,Reveal walkthrough video
2026-04-28T09:38:43+05:30,meenakshi.subramanian.583@example.com,Retiring early,ALPHA,web_reveal,false,Reveal walkthrough video
2026-07-10T13:48:30+05:30,meera.arora.297@example.com,Saving enough every month,ALPHA,community,true,Reveal walkthrough video
2026-04-20T12:04:54+05:30,meera.chauhan.141@example.com,Retiring early,PLAN,community,true,Money checklist PDF
2026-07-15T18:11:50+05:30,meera.chopra.108@example.com,My children's education,PLAN,community,true,Reveal walkthrough video
2026-06-15T21:49:40+05:30,meera.kapoor.599@example.com,My children's education,PLAN,community,true,none
2026-09-03T14:34:40+05:30,meera.khanna.295@example.com,My children's education,PLAN,community,true,Money checklist PDF
2026-07-23T11:49:09+05:30,meera.pandey.953@example.com,Paying off loans,PLAN,web_reveal,false,Reveal walkthrough video
2026-07-22T21:47:40+05:30,meera.rathore.974@example.com,My children's education,PLAN,community,true,Reveal walkthrough video
2026-07-03T13:11:57+05:30,meera.sharma.444@example.com,My children's education,ALPHA,web_reveal,false,Money checklist PDF
2026-04-30T14:51:48+05:30,meera.srivastava.627@example.com,Retiring early,PLAN,web_reveal,false,Reveal walkthrough video
2026-06-06T23:05:10+05:30,meera.tiwari.227@example.com,Saving enough every month,PLAN,web_reveal,true,none
2026-08-24T17:22:11+05:30,meera.tiwari.279@example.com,Retiring early,PLAN,community,true,Money checklist PDF
2026-06-10T06:11:16+05:30,meera.verma.429@example.com,My children's education,PLAN,community,true,Reveal walkthrough video
2026-09-16T16:06:58+05:30,mehak.sharma.117@example.com,Saving enough every month,ALPHA,web_reveal,false,none
2026-09-02T15:24:50+05:30,mehak.tandon.512@example.com,Saving enough every month,ALPHA,web_reveal,false,Money checklist PDF
2026-08-14T15:13:04+05:30,mihir.apte.108@example.com,Where to invest,PLAN,community,true,Reveal walkthrough video
2026-09-15T19:32:05+05:30,mihir.bhosale.696@example.com,Retiring early,PLAN,web_reveal,false,Reveal walkthrough video
2026-06-11T11:32:00+05:30,mihir.dave.339@example.com,Paying off loans,ALPHA,web_reveal,false,Money checklist PDF
2026-05-03T18:24:31+05:30,mihir.gokhale.817@example.com,Retiring early,ALPHA,web_reveal,false,Reveal walkthrough video
2026-05-17T10:52:42+05:30,mihir.jadhav.767@example.com,My children's education,PLAN,web_reveal,true,Reveal walkthrough video
2026-06-30T19:01:57+05:30,mihir.joshi.650@example.com,Insurance and cover,PLAN,community,true,Money checklist PDF
2026-05-06T23:28:43+05:30,mihir.joshi.993@example.com,Where to invest,ALPHA,community,true,Reveal walkthrough video
2026-08-20T12:49:27+05:30,mihir.naik.580@example.com,Where to invest,PLAN,web_reveal,false,Money checklist PDF
2026-05-13T20:21:26+05:30,mihir.sawant.225@example.com,Where to invest,PLAN,web_reveal,false,none
2026-09-03T17:52:00+05:30,mihir.sawant.563@example.com,Paying off loans,PLAN,community,true,none
2026-05-27T07:03:33+05:30,mohit.bansal.448@example.com,Paying off loans,ALPHA,web_reveal,false,Money checklist PDF
2026-09-04T13:36:45+05:30,mohit.pandey.303@example.com,Saving enough every month,ALPHA,community,true,none
2026-09-01T11:12:28+05:30,mohit.sharma.137@example.com,Where to invest,ALPHA,web_reveal,false,none
2026-08-07T12:16:38+05:30,mohit.singh.875@example.com,Insurance and cover,ALPHA,community,true,none
2026-09-15T21:47:16+05:30,moumita.bose.210@example.com,Where to invest,ALPHA,community,true,Money checklist PDF
2026-08-27T04:07:22+05:30,moumita.saha.328@example.com,Saving enough every month,PLAN,web_reveal,false,none
2026-04-02T22:31:11+05:30,naina.chauhan.970@example.com,Insurance and cover,ALPHA,web_reveal,false,Money checklist PDF
2026-06-29T19:45:44+05:30,naina.chopra.141@example.com,Paying off loans,ALPHA,web_reveal,false,none
2026-04-29T10:20:39+05:30,naina.khanna.735@example.com,My children's education,ALPHA,community,true,Money checklist PDF
2026-05-11T14:51:18+05:30,naina.rathore.464@example.com,Retiring early,PLAN,community,true,none
2026-05-08T04:07:21+05:30,naina.tiwari.404@example.com,Where to invest,ALPHA,web_reveal,false,Reveal walkthrough video
2026-09-02T12:36:02+05:30,naina.tiwari.692@example.com,Retiring early,ALPHA,web_reveal,false,Money checklist PDF
2026-06-13T22:00:00+05:30,nandini.chandran.161@example.com,Paying off loans,ALPHA,community,true,none
2025-09-03T03:19:07+05:30,nandini.iyengar.462@example.com,Paying off loans,PLAN,community,true,Reveal walkthrough video
2026-09-13T19:48:25+05:30,nandini.krishnan.206@example.com,Where to invest,ALPHA,web_reveal,false,Money checklist PDF
2026-08-13T21:48:39+05:30,nandini.menon.365@example.com,My children's education,ALPHA,community,true,none
2026-06-12T15:59:10+05:30,nandini.pai.314@example.com,Retiring early,PLAN,community,true,none
2026-09-10T21:16:11+05:30,nandini.rajan.230@example.com,Insurance and cover,PLAN,community,true,none
2026-08-24T13:40:32+05:30,nandini.rajan.327@example.com,Insurance and cover,PLAN,web_reveal,false,none
2026-09-09T07:23:48+05:30,nandini.rajan.615@example.com,My children's education,PLAN,community,true,Reveal walkthrough video
2026-06-13T17:20:16+05:30,nandini.rajan.930@example.com,Saving enough every month,PLAN,community,true,Reveal walkthrough video
2026-07-05T08:01:26+05:30,nandini.srinivasan.126@example.com,Retiring early,PLAN,web_reveal,true,Reveal walkthrough video
2026-06-25T10:59:56+05:30,naveen.naidu.676@example.com,Paying off loans,ALPHA,web_reveal,false,Reveal walkthrough video
2026-07-24T09:46:54+05:30,naveen.naidu.958@example.com,My children's education,PLAN,community,true,none
2026-09-05T14:36:37+05:30,naveen.nair.491@example.com,Where to invest,PLAN,web_reveal,false,Reveal walkthrough video
2026-07-15T13:30:22+05:30,naveen.nair.555@example.com,Paying off loans,PLAN,web_reveal,false,none
2026-09-17T17:54:20+05:30,naveen.rajan.328@example.com,Saving enough every month,PLAN,web_reveal,true,Reveal walkthrough video
2026-08-26T09:08:27+05:30,naveen.rao.440@example.com,My children's education,PLAN,web_reveal,false,Money checklist PDF
2026-09-12T14:12:05+05:30,naveen.reddy.577@example.com,Insurance and cover,PLAN,web_reveal,false,none
2026-09-20T22:59:35+05:30,naveen.subramanian.608@example.com,Saving enough every month,PLAN,web_reveal,false,none
2026-07-21T11:18:56+05:30,neha.malhotra.432@example.com,My children's education,ALPHA,community,true,Reveal walkthrough video
2026-04-22T20:24:09+05:30,neha.saxena.299@example.com,My children's education,PLAN,community,true,Money checklist PDF
2026-04-03T21:59:50+05:30,nidhi.dave.597@example.com,Insurance and cover,PLAN,community,true,none
2026-06-08T11:28:50+05:30,nidhi.jain.351@example.com,My children's education,PLAN,web_reveal,false,Money checklist PDF
2026-04-14T08:37:54+05:30,nidhi.pawar.153@example.com,Where to invest,ALPHA,community,true,none
2026-08-10T11:13:12+05:30,nidhi.shinde.257@example.com,Where to invest,ALPHA,web_reveal,false,Reveal walkthrough video
2026-09-22T22:00:33+05:30,nidhi.trivedi.727@example.com,Insurance and cover,PLAN,web_reveal,false,Reveal walkthrough video
2026-08-11T23:54:37+05:30,nidhi.trivedi.880@example.com,Saving enough every month,PLAN,community,true,Reveal walkthrough video
2026-04-23T10:48:51+05:30,nikhil.gill.829@example.com,My children's education,PLAN,community,true,Reveal walkthrough video
2026-08-12T18:57:33+05:30,nikhil.gupta.909@example.com,Saving enough every month,PLAN,community,true,Reveal walkthrough video
2026-08-31T09:30:02+05:30,nikhil.mehra.125@example.com,Insurance and cover,ALPHA,web_reveal,false,none
2026-09-14T14:17:23+05:30,nikhil.pandey.317@example.com,Retiring early,ALPHA,web_reveal,false,Money checklist PDF
2026-07-13T19:56:24+05:30,nikhil.sharma.170@example.com,Paying off loans,ALPHA,community,true,Money checklist PDF
2026-04-30T07:04:37+05:30,nikhil.sharma.206@example.com,Insurance and cover,ALPHA,community,true,none
2026-07-03T21:00:12+05:30,nirav.kamat.472@example.com,Paying off loans,ALPHA,community,true,Reveal walkthrough video
2026-09-08T08:00:04+05:30,nirav.pandya.341@example.com,Insurance and cover,ALPHA,web_reveal,false,none
2026-07-06T07:49:58+05:30,nirav.pawar.699@example.com,Saving enough every month,ALPHA,web_reveal,true,Reveal walkthrough video
2026-09-08T23:54:12+05:30,nishant.chitale.736@example.com,Paying off loans,PLAN,community,true,none
2026-07-14T21:50:58+05:30,nishant.dave.542@example.com,Insurance and cover,PLAN,web_reveal,false,Reveal walkthrough video
2026-04-15T02:02:49+05:30,nishant.gokhale.376@example.com,Retiring early,ALPHA,web_reveal,false,Money checklist PDF
