Event External ID,Contact External ID,Event,Screen,At,Props
EV0004945,P00067,paywall_viewed,P01,2026-05-13T08:05:03+05:30,"{""from_state"":""S2"",""sku_expanded"":""diy""}"
EV0004947,P00067,state_enter_S2b,P03,2026-05-13T08:09:02+05:30,"{""from_state"":""S2"",""state"":""S2b""}"
EV0004962,P00068,signed_up,A03,2026-05-06T11:16:05+05:30,"{""device"":""android"",""phone"":""9000018246"",""source"":""community"",""whatsapp_optin"":true}"
EV0004963,P00068,state_enter_S1,R01,2026-05-06T11:16:05+05:30,"{""from_state"":null,""state"":""S1""}"
EV0004977,P00068,reveal_seen,R09,2026-05-06T17:52:52+05:30,"{""age_band"":""35 to 39"",""aspiration"":""Family"",""city"":""Hyderabad"",""corpus_band"":""25 lakhs to 1 crore"",""income_band"":""25 to 50 lakhs"",""journey_feel"":""Not so good, I can do better"",""path_now_band"":""10 to 20 Cr"",""path_yes_band"":""over 20 Cr"",""savings_band"":""More than 40%, I live well below my means""}"
EV0004978,P00068,state_enter_S2,X01,2026-05-06T17:52:52+05:30,"{""from_state"":""S1"",""state"":""S2""}"
EV0004981,P00068,paywall_viewed,P01,2026-05-27T09:35:28+05:30,"{""from_state"":""S2"",""sku_expanded"":""diwm""}"
EV0004983,P00068,state_enter_S2b,P03,2026-05-27T09:35:58+05:30,"{""from_state"":""S2"",""state"":""S2b""}"
EV0004985,P00068,esign_done,P03,2026-05-27T09:39:48+05:30,"{""agreement_version"":""AGR v1 (to be verified: agreement template versions)"",""esign_ref"":""ESIGN-SEED-003350""}"
EV0004986,P00068,state_enter_S2c,P04,2026-05-27T09:39:48+05:30,"{""from_state"":""S2b"",""state"":""S2c""}"
EV0004988,P00068,paid,P05,2026-05-27T09:43:39+05:30,"{""amount"":""Rs ___"",""mandate_status"":""active"",""period"":""monthly"",""razorpay_ids"":{""customer_id"":""cust_SEED00068"",""subscription_or_txn_id"":""sub_SEED000681""},""sku"":""diwm""}"
EV0004989,P00068,state_enter_S3,O02,2026-05-27T09:43:39+05:30,"{""from_state"":""S2c"",""state"":""S3""}"
EV0004997,P00068,state_enter_S19,O02,2026-06-03T09:43:39+05:30,"{""from_state"":""S3"",""state"":""S19""}"
EV0005009,P00068,data_progress,D12a,2026-06-03T16:51:06+05:30,"{""pct_complete"":29,""step_id"":""family""}"
EV0005020,P00068,data_progress,D12b,2026-06-03T16:52:34+05:30,"{""pct_complete"":37,""step_id"":""risk""}"
EV0005033,P00068,data_progress,D12c,2026-06-03T16:56:49+05:30,"{""pct_complete"":39,""step_id"":""income""}"
EV0005051,P00068,data_progress,D12d,2026-06-03T17:02:01+05:30,"{""pct_complete"":48,""step_id"":""expenses""}"
EV0005084,P00068,data_progress,D12e,2026-06-03T17:13:06+05:30,"{""pct_complete"":59,""step_id"":""investments""}"
EV0005094,P00068,data_progress,D12f,2026-06-03T17:16:07+05:30,"{""pct_complete"":67,""step_id"":""loans""}"
EV0005115,P00068,data_progress,D12g,2026-06-03T17:22:39+05:30,"{""pct_complete"":76,""step_id"":""insurance""}"
EV0005131,P00068,data_progress,D12h,2026-06-03T17:29:16+05:30,"{""pct_complete"":83,""step_id"":""goals""}"
EV0005140,P00068,state_enter_S5,D10,2026-06-03T18:45:32+05:30,"{""from_state"":""S19"",""state"":""S5""}"
EV0005143,P00068,data_complete,D10,2026-06-09T13:37:00+05:30,{}
EV0005144,P00068,plan_built,D10,2026-06-09T13:37:49+05:30,"{""assumed_count"":1,""assumptions_version"":""A1"",""band_count"":13,""built_on"":""full"",""instrument_set_version"":""I1"",""plan_version"":""v1"",""unknown_count"":1}"
EV0005145,P00068,state_enter_S6,H01a,2026-06-09T13:37:49+05:30,"{""from_state"":""S5"",""state"":""S6""}"
EV0005151,P00068,plan_read,G03,2026-06-13T15:16:44+05:30,{}
EV0005152,P00068,state_enter_S8,H01b,2026-06-13T15:16:44+05:30,"{""from_state"":""S6"",""state"":""S8""}"
EV0005163,P00068,state_enter_S9,H01c,2026-06-19T23:44:42+05:30,"{""from_state"":""S8"",""state"":""S9""}"
EV0005171,P00068,action_done,E06,2026-06-21T07:39:26+05:30,"{""done_count"":1,""total_count"":4,""verification"":""aa_verified"",""verified"":true}"
EV0005175,P00068,call_booked,K01,2026-06-23T16:07:35+05:30,"{""adviser_id"":""adv06"",""slot"":""2026-06-29T17:30:00+05:30"",""summary"":""call booked: using the app"",""tier"":""diwm"",""topic"":""Using the app""}"
EV0005176,P00068,state_enter_S7,K02,2026-06-23T16:07:35+05:30,"{""from_state"":""S9"",""state"":""S7""}"
EV0005181,P00068,state_enter_S9,H01c,2026-06-29T18:15:00+05:30,"{""from_state"":""S7"",""state"":""S9""}"
EV0005183,P00068,call_completed,K03,2026-06-29T18:17:00+05:30,"{""adviser_id"":""adv06"",""slot"":""2026-06-29T17:30:00+05:30"",""summary"":""Walked through using the app; next step agreed.""}"
EV0005190,P00068,plan_updated,H05,2026-07-10T13:30:48+05:30,"{""from_version"":""v1"",""reason"":""publish"",""to_version"":""v2""}"
EV0005191,P00068,state_enter_S11,H01e,2026-07-10T13:30:48+05:30,"{""from_state"":""S9"",""state"":""S11""}"
EV0005200,P00068,update_accepted,H05,2026-07-18T01:32:30+05:30,"{""to_version"":""v2""}"
EV0005201,P00068,state_enter_S9,H01c,2026-07-18T01:32:30+05:30,"{""from_state"":""S11"",""state"":""S9""}"
EV0005206,P00068,action_done,E06,2026-07-19T03:50:23+05:30,"{""done_count"":2,""total_count"":4,""verification"":""platform"",""verified"":true}"
EV0005214,P00068,plan_updated,H05,2026-07-19T13:28:10+05:30,"{""from_version"":""v2"",""reason"":""life_event"",""to_version"":""v3""}"
EV0005215,P00068,state_enter_S11,H01e,2026-07-19T13:28:10+05:30,"{""from_state"":""S9"",""state"":""S11""}"
EV0005217,P00068,update_accepted,H05,2026-07-19T13:32:05+05:30,"{""to_version"":""v3""}"
EV0005218,P00068,state_enter_S9,H01c,2026-07-19T13:32:05+05:30,"{""from_state"":""S11"",""state"":""S9""}"
EV0005247,P00068,action_done,E06,2026-08-28T03:41:43+05:30,"{""done_count"":3,""total_count"":4,""verification"":""self_reported"",""verified"":false}"
EV0005256,P00068,review_due,Q01,2026-09-07T13:37:49+05:30,"{""review_id"":""RV-00477-1""}"
EV0005257,P00068,plan_updated,H05,2026-09-11T15:00:47+05:30,"{""from_version"":""v3"",""reason"":""publish"",""to_version"":""v4""}"
EV0005258,P00068,state_enter_S11,H01e,2026-09-11T15:00:47+05:30,"{""from_state"":""S9"",""state"":""S11""}"
EV0005262,P00068,update_accepted,H05,2026-09-11T19:14:39+05:30,"{""to_version"":""v4""}"
EV0005263,P00068,state_enter_S9,H01c,2026-09-11T19:14:39+05:30,"{""from_state"":""S11"",""state"":""S9""}"
EV0005267,P00068,review_done,Q01,2026-09-12T00:20:14+05:30,"{""review_id"":""RV-00477-1""}"
EV0005268,P00068,plan_updated,H05,2026-09-12T00:21:14+05:30,"{""from_version"":""v4"",""reason"":""review"",""to_version"":""v5""}"
EV0005270,P00068,update_accepted,H05,2026-09-12T00:22:14+05:30,"{""to_version"":""v5""}"
EV0005275,P00068,state_enter_S10,H01d,2026-09-12T17:52:17+05:30,"{""from_state"":""S9"",""state"":""S10""}"
EV0005278,P00068,action_done,E06,2026-09-12T17:52:19+05:30,"{""done_count"":4,""total_count"":4,""verification"":""platform"",""verified"":true}"
EV0005287,P00071,signed_up,A03,2026-05-08T13:05:26+05:30,"{""device"":""android"",""phone"":""9000004528"",""source"":""community"",""whatsapp_optin"":true}"
EV0005288,P00071,state_enter_S1,R01,2026-05-08T13:05:26+05:30,"{""from_state"":null,""state"":""S1""}"
EV0005300,P00071,reveal_seen,R09,2026-05-09T01:58:58+05:30,"{""age_band"":""30 to 34"",""aspiration"":""Legacy"",""city"":""Pune"",""corpus_band"":""25 lakhs to 1 crore"",""income_band"":""10 to 25 lakhs"",""journey_feel"":""Some hits and some misses, it has been mixed"",""path_now_band"":""5 to 10 Cr"",""path_yes_band"":""10 to 20 Cr"",""savings_band"":""Around 40%, some serious money""}"
EV0005301,P00071,state_enter_S2,X01,2026-05-09T01:58:58+05:30,"{""from_state"":""S1"",""state"":""S2""}"
EV0005304,P00071,paywall_viewed,P01,2026-05-09T18:37:06+05:30,"{""from_state"":""S2"",""sku_expanded"":""diy""}"
EV0005306,P00071,state_enter_S2b,P03,2026-05-09T18:37:36+05:30,"{""from_state"":""S2"",""state"":""S2b""}"
EV0005308,P00071,esign_done,P03,2026-05-09T18:39:22+05:30,"{""agreement_version"":""AGR v1 (to be verified: agreement template versions)"",""esign_ref"":""ESIGN-SEED-003546""}"
EV0005309,P00071,state_enter_S2c,P04,2026-05-09T18:39:22+05:30,"{""from_state"":""S2b"",""state"":""S2c""}"
EV0005311,P00071,paid,P05,2026-05-09T18:41:08+05:30,"{""amount"":""Rs ___"",""mandate_status"":""none (charged per period)"",""period"":""monthly"",""razorpay_ids"":{""customer_id"":""cust_SEED00071"",""subscription_or_txn_id"":""pay_SEED000711""},""sku"":""diy""}"
EV0005312,P00071,state_enter_S3,O02,2026-05-09T18:41:08+05:30,"{""from_state"":""S2c"",""state"":""S3""}"
EV0005320,P00071,aa_connected,A06,2026-05-09T18:46:31+05:30,"{""consent_expiry"":""2026-08-07"",""institutions_failed"":[],""institutions_ok"":[""Bank 2"",""Bank 6"",""KFintech"",""CAMS"",""NSDL""]}"
EV0005323,P00071,state_enter_S4,O02,2026-05-10T00:39:09+05:30,"{""from_state"":""S3"",""state"":""S4""}"
EV0005327,P00071,data_progress,D12a,2026-05-10T00:40:58+05:30,"{""pct_complete"":29,""step_id"":""family""}"
EV0005338,P00071,data_progress,D12b,2026-05-10T00:42:30+05:30,"{""pct_complete"":37,""step_id"":""risk""}"
EV0005343,P00071,state_enter_S19,O02,2026-05-17T00:39:09+05:30,"{""from_state"":""S4"",""state"":""S19""}"
EV0005354,P00071,data_progress,D12c,2026-05-21T09:30:06+05:30,"{""pct_complete"":42,""step_id"":""income""}"
EV0005374,P00071,data_progress,D12d,2026-05-21T09:36:07+05:30,"{""pct_complete"":48,""step_id"":""expenses""}"
EV0005386,P00071,data_progress,D12e,2026-05-21T09:40:30+05:30,"{""pct_complete"":67,""step_id"":""investments""}"
EV0005401,P00071,data_progress,D12f,2026-05-21T09:45:16+05:30,"{""pct_complete"":75,""step_id"":""loans""}"
EV0005411,P00071,data_progress,D12g,2026-05-21T09:47:38+05:30,"{""pct_complete"":83,""step_id"":""insurance""}"
EV0005421,P00071,data_progress,D12h,2026-05-21T09:50:53+05:30,"{""pct_complete"":90,""step_id"":""goals""}"
EV0005429,P00071,state_enter_S5,D10,2026-05-21T09:53:29+05:30,"{""from_state"":""S19"",""state"":""S5""}"
EV0005431,P00071,data_complete,D10,2026-05-21T10:19:45+05:30,{}
EV0005432,P00071,plan_built,D10,2026-05-21T10:20:48+05:30,"{""assumed_count"":0,""assumptions_version"":""A1"",""band_count"":6,""built_on"":""full"",""instrument_set_version"":""I1"",""plan_version"":""v1"",""unknown_count"":1}"
EV0005433,P00071,state_enter_S6,H01a,2026-05-21T10:20:48+05:30,"{""from_state"":""S5"",""state"":""S6""}"
EV0005436,P00071,plan_read,G03,2026-05-23T09:06:33+05:30,{}
EV0005437,P00071,state_enter_S8,H01b,2026-05-23T09:06:33+05:30,"{""from_state"":""S6"",""state"":""S8""}"
EV0005446,P00071,pdf_downloaded,G10,2026-05-23T09:15:32+05:30,"{""plan_version"":""v1""}"
EV0005451,P00071,state_enter_S9,H01c,2026-05-29T07:31:50+05:30,"{""from_state"":""S8"",""state"":""S9""}"
EV0005464,P00071,plan_updated,H05,2026-05-31T21:53:47+05:30,"{""from_version"":""v1"",""reason"":""sharpen"",""to_version"":""v2""}"
EV0005466,P00071,update_accepted,H05,2026-05-31T21:54:17+05:30,"{""to_version"":""v2""}"
EV0005473,P00071,plan_updated,H05,2026-05-31T22:11:08+05:30,"{""from_version"":""v2"",""reason"":""sharpen"",""to_version"":""v3""}"
EV0005475,P00071,update_accepted,H05,2026-05-31T22:11:38+05:30,"{""to_version"":""v3""}"
EV0005477,P00071,action_done,E06,2026-06-04T03:36:35+05:30,"{""done_count"":1,""total_count"":6,""verification"":""platform"",""verified"":true}"
EV0005498,P00071,action_done,E06,2026-06-19T15:47:43+05:30,"{""done_count"":2,""total_count"":6,""verification"":""aa_verified"",""verified"":true}"
EV0005515,P00071,ticket_created,H07,2026-07-08T17:08:45+05:30,"{""category"":""support"",""ticket_id"":""TK-005051""}"
EV0005516,P00071,plan_updated,H05,2026-07-10T12:52:38+05:30,"{""from_version"":""v3"",""reason"":""publish"",""to_version"":""v4""}"
EV0005517,P00071,state_enter_S11,H01e,2026-07-10T12:52:38+05:30,"{""from_state"":""S9"",""state"":""S11""}"
EV0005522,P00071,update_accepted,H05,2026-07-15T15:51:36+05:30,"{""to_version"":""v4""}"
EV0005523,P00071,state_enter_S9,H01c,2026-07-15T15:51:36+05:30,"{""from_state"":""S11"",""state"":""S9""}"
EV0005527,P00071,action_done,E06,2026-07-20T22:53:42+05:30,"{""done_count"":3,""total_count"":6,""verification"":""self_reported"",""verified"":false}"
EV0005545,P00071,aa_connected,A06,2026-08-01T21:41:21+05:30,"{""consent_expiry"":""2026-10-30"",""institutions_failed"":[],""institutions_ok"":[""Bank 2"",""Bank 6"",""KFintech"",""CAMS"",""NSDL""],""renewal"":true}"
EV0005551,P00071,action_done,E06,2026-08-07T14:43:50+05:30,"{""done_count"":4,""total_count"":6,""verification"":""self_reported"",""verified"":false}"
EV0005560,P00071,review_due,Q01,2026-08-19T10:20:48+05:30,"{""review_id"":""RV-00505-1""}"
EV0005564,P00071,review_done,Q01,2026-08-26T10:05:19+05:30,"{""review_id"":""RV-00505-1""}"
EV0005565,P00071,plan_updated,H05,2026-08-26T10:06:19+05:30,"{""from_version"":""v4"",""reason"":""review"",""to_version"":""v5""}"
EV0005567,P00071,update_accepted,H05,2026-08-26T10:07:19+05:30,"{""to_version"":""v5""}"
EV0005585,P00071,action_done,E06,2026-09-08T01:45:32+05:30,"{""done_count"":5,""total_count"":6,""verification"":""aa_verified"",""verified"":true}"
EV0005587,P00071,plan_updated,H05,2026-09-11T13:20:19+05:30,"{""from_version"":""v5"",""reason"":""publish"",""to_version"":""v6""}"
EV0005588,P00071,state_enter_S11,H01e,2026-09-11T13:20:19+05:30,"{""from_state"":""S9"",""state"":""S11""}"
EV0005597,P00071,update_accepted,H05,2026-09-19T21:54:02+05:30,"{""to_version"":""v6""}"
EV0005598,P00071,state_enter_S9,H01c,2026-09-19T21:54:02+05:30,"{""from_state"":""S11"",""state"":""S9""}"
EV0005600,P00071,state_enter_S25,H09,2026-09-22T03:10:57+05:30,"{""from_state"":""S9"",""state"":""S25""}"
EV0005608,P00075,signed_up,A03,2026-05-21T08:25:55+05:30,"{""device"":""android"",""phone"":""9000049018"",""source"":""community"",""whatsapp_optin"":true}"
EV0005609,P00075,state_enter_S1,R01,2026-05-21T08:25:55+05:30,"{""from_state"":null,""state"":""S1""}"
EV0005621,P00078,signed_up,A03,2026-05-12T05:03:20+05:30,"{""device"":""android"",""phone"":""9000041164"",""source"":""organic"",""whatsapp_optin"":true}"
EV0005622,P00078,state_enter_S1,R01,2026-05-12T05:03:20+05:30,"{""from_state"":null,""state"":""S1""}"
EV0005638,P00079,signed_up,A03,2026-05-13T04:30:11+05:30,"{""device"":""android"",""phone"":""9000073860"",""source"":""organic"",""whatsapp_optin"":true}"
EV0005639,P00079,state_enter_S1,R01,2026-05-13T04:30:11+05:30,"{""from_state"":null,""state"":""S1""}"
EV0005649,P00080,signed_up,A03,2026-05-18T10:14:09+05:30,"{""device"":""android"",""phone"":""9000034791"",""source"":""community"",""whatsapp_optin"":false}"
EV0005650,P00080,state_enter_S1,R01,2026-05-18T10:14:09+05:30,"{""from_state"":null,""state"":""S1""}"
EV0005662,P00080,reveal_seen,R09,2026-05-18T12:36:45+05:30,"{""age_band"":""35 to 39"",""aspiration"":""Security"",""city"":""Hyderabad"",""corpus_band"":""1 to 5 crores"",""income_band"":""50 lakhs to 1 crore"",""journey_feel"":null,""path_now_band"":""over 20 Cr"",""path_yes_band"":""over 20 Cr"",""savings_band"":""More than 40%, I live well below my means""}"
EV0005663,P00080,state_enter_S2,X01,2026-05-18T12:36:45+05:30,"{""from_state"":""S1"",""state"":""S2""}"
EV0005667,P00080,paywall_viewed,P01,2026-06-08T08:27:21+05:30,"{""from_state"":""S2"",""sku_expanded"":""diy""}"
EV0005669,P00080,state_enter_S2b,P03,2026-06-08T08:27:51+05:30,"{""from_state"":""S2"",""state"":""S2b""}"
EV0005671,P00080,esign_done,P03,2026-06-08T08:33:20+05:30,"{""agreement_version"":""AGR v1 (to be verified: agreement template versions)"",""esign_ref"":""ESIGN-SEED-003420""}"
EV0005672,P00080,state_enter_S2c,P04,2026-06-08T08:33:20+05:30,"{""from_state"":""S2b"",""state"":""S2c""}"
EV0005674,P00080,paid,P05,2026-06-08T08:38:50+05:30,"{""amount"":""Rs ___"",""mandate_status"":""active"",""period"":""monthly"",""razorpay_ids"":{""customer_id"":""cust_SEED00080"",""subscription_or_txn_id"":""sub_SEED000801""},""sku"":""diy""}"
EV0005675,P00080,state_enter_S3,O02,2026-06-08T08:38:50+05:30,"{""from_state"":""S2c"",""state"":""S3""}"
EV0005684,P00080,aa_connected,A06,2026-06-11T02:44:29+05:30,"{""consent_expiry"":""2026-09-09"",""institutions_failed"":[],""institutions_ok"":[""Bank 7"",""Bank 8"",""KFintech"",""CAMS"",""CDSL""]}"
EV0005687,P00080,state_enter_S4,O02,2026-06-11T02:47:04+05:30,"{""from_state"":""S3"",""state"":""S4""}"
EV0005693,P00080,data_progress,D12a,2026-06-11T02:51:07+05:30,"{""pct_complete"":31,""step_id"":""family""}"
EV0005704,P00080,data_progress,D12b,2026-06-11T02:52:55+05:30,"{""pct_complete"":39,""step_id"":""risk""}"
EV0005719,P00080,data_progress,D12c,2026-06-11T02:56:55+05:30,"{""pct_complete"":46,""step_id"":""income""}"
EV0005734,P00080,data_progress,D12d,2026-06-11T03:01:25+05:30,"{""pct_complete"":53,""step_id"":""expenses""}"
EV0005738,P00080,state_enter_S19,O02,2026-06-18T02:47:04+05:30,"{""from_state"":""S4"",""state"":""S19""}"
EV0005772,P00080,data_progress,D12e,2026-06-21T13:32:40+05:30,"{""pct_complete"":68,""step_id"":""investments""}"
EV0005789,P00080,data_progress,D12f,2026-06-26T07:29:10+05:30,"{""pct_complete"":75,""step_id"":""loans""}"
EV0005801,P00080,data_progress,D12g,2026-06-26T07:31:14+05:30,"{""pct_complete"":84,""step_id"":""insurance""}"
EV0005805,P00080,data_progress,D12h,2026-06-26T07:32:06+05:30,"{""pct_complete"":91,""step_id"":""goals""}"
EV0005813,P00080,state_enter_S5,D10,2026-06-26T07:35:58+05:30,"{""from_state"":""S19"",""state"":""S5""}"
EV0005815,P00080,data_complete,D10,2026-06-26T07:56:20+05:30,{}
EV0005816,P00080,plan_built,D10,2026-06-26T07:57:13+05:30,"{""assumed_count"":0,""assumptions_version"":""A1"",""band_count"":9,""built_on"":""full"",""instrument_set_version"":""I1"",""plan_version"":""v1"",""unknown_count"":0}"
EV0005817,P00080,state_enter_S6,H01a,2026-06-26T07:57:13+05:30,"{""from_state"":""S5"",""state"":""S6""}"
EV0005822,P00080,plan_read,G03,2026-07-04T11:51:22+05:30,{}
EV0005823,P00080,state_enter_S8,H01b,2026-07-04T11:51:22+05:30,"{""from_state"":""S6"",""state"":""S8""}"
EV0005835,P00080,plan_updated,H05,2026-07-10T15:33:02+05:30,"{""from_version"":""v1"",""reason"":""publish"",""to_version"":""v2""}"
EV0005836,P00080,state_enter_S11,H01e,2026-07-10T15:33:02+05:30,"{""from_state"":""S8"",""state"":""S11""}"
EV0005840,P00080,update_accepted,H05,2026-07-12T15:41:12+05:30,"{""to_version"":""v2""}"
EV0005841,P00080,state_enter_S8,H01b,2026-07-12T15:41:12+05:30,"{""from_state"":""S11"",""state"":""S8""}"
EV0005860,P00080,ticket_created,H07,2026-09-02T21:40:53+05:30,"{""category"":""support"",""ticket_id"":""TK-004871""}"
EV0005869,P00080,state_enter_S15,Q01,2026-09-09T02:44:29+05:30,"{""from_state"":""S8"",""state"":""S15""}"
EV0005870,P00080,plan_updated,H05,2026-09-11T14:25:14+05:30,"{""from_version"":""v2"",""reason"":""publish"",""to_version"":""v3""}"
EV0005871,P00080,state_enter_S11,H01e,2026-09-11T14:25:14+05:30,"{""from_state"":""S15"",""state"":""S11""}"
EV0005878,P00080,update_accepted,H05,2026-09-19T00:13:13+05:30,"{""to_version"":""v3""}"
EV0005879,P00080,state_enter_S15,Q01,2026-09-19T00:13:13+05:30,"{""from_state"":""S11"",""state"":""S15""}"
EV0005885,P00081,signed_up,A03,2026-05-12T22:25:40+05:30,"{""device"":""ios"",""phone"":""9000042102"",""source"":""web_reveal"",""whatsapp_optin"":true}"
EV0005886,P00081,state_enter_S1,R01,2026-05-12T22:25:40+05:30,"{""from_state"":null,""state"":""S1""}"
EV0005898,P00081,reveal_seen,R09,2026-05-13T14:44:24+05:30,"{""age_band"":""35 to 39"",""aspiration"":""Freedom"",""city"":""Gurugram"",""corpus_band"":""25 lakhs to 1 crore"",""income_band"":""25 to 50 lakhs"",""journey_feel"":""Not so good, I can do better"",""path_now_band"":""10 to 20 Cr"",""path_yes_band"":""over 20 Cr"",""savings_band"":""More than 40%, I live well below my means""}"
EV0005899,P00081,state_enter_S2,X01,2026-05-13T14:44:24+05:30,"{""from_state"":""S1"",""state"":""S2""}"
EV0005908,P00081,paywall_viewed,P01,2026-05-20T12:02:03+05:30,"{""from_state"":""S2"",""sku_expanded"":""diwm""}"
EV0005910,P00081,state_enter_S2b,P03,2026-05-20T12:04:48+05:30,"{""from_state"":""S2"",""state"":""S2b""}"
EV0005912,P00081,esign_done,P03,2026-05-20T12:14:53+05:30,"{""agreement_version"":""AGR v1 (to be verified: agreement template versions)"",""esign_ref"":""ESIGN-SEED-003133""}"
EV0005913,P00081,state_enter_S2c,P04,2026-05-20T12:14:53+05:30,"{""from_state"":""S2b"",""state"":""S2c""}"
EV0005927,P00082,signed_up,A03,2026-05-14T10:40:44+05:30,"{""device"":""android"",""phone"":""9000037898"",""source"":""community"",""whatsapp_optin"":true}"
EV0005928,P00082,state_enter_S1,R01,2026-05-14T10:40:44+05:30,"{""from_state"":null,""state"":""S1""}"
EV0005939,P00083,signed_up,A03,2026-05-16T08:32:04+05:30,"{""device"":""android"",""phone"":""9000045072"",""source"":""community"",""whatsapp_optin"":true}"
EV0005940,P00083,state_enter_S1,R01,2026-05-16T08:32:04+05:30,"{""from_state"":null,""state"":""S1""}"
EV0005952,P00083,reveal_seen,R09,2026-05-16T12:39:08+05:30,"{""age_band"":""25 to 29"",""aspiration"":""Freedom"",""city"":""Bengaluru"",""corpus_band"":""5 to 25 lakhs"",""income_band"":""Under 10 lakhs"",""journey_feel"":""Not so good, I can do better"",""path_now_band"":""5 to 10 Cr"",""path_yes_band"":""10 to 20 Cr"",""savings_band"":""More than 40%, I live well below my means""}"
EV0005953,P00083,state_enter_S2,X01,2026-05-16T12:39:08+05:30,"{""from_state"":""S1"",""state"":""S2""}"
EV0005961,P00085,signed_up,A03,2026-05-20T03:53:48+05:30,"{""device"":""android"",""phone"":""9000029441"",""source"":""community"",""whatsapp_optin"":true}"
EV0005962,P00085,state_enter_S1,R01,2026-05-20T03:53:48+05:30,"{""from_state"":null,""state"":""S1""}"
EV0005973,P00085,reveal_seen,R09,2026-05-20T08:15:43+05:30,"{""age_band"":""25 to 29"",""aspiration"":""Family"",""city"":""Mumbai"",""corpus_band"":""25 lakhs to 1 crore"",""income_band"":""25 to 50 lakhs"",""journey_feel"":""Not so good, I can do better"",""path_now_band"":""over 20 Cr"",""path_yes_band"":""over 20 Cr"",""savings_band"":""More than 40%, I live well below my means""}"
EV0005974,P00085,state_enter_S2,X01,2026-05-20T08:15:43+05:30,"{""from_state"":""S1"",""state"":""S2""}"
EV0005978,P00085,paywall_viewed,P01,2026-05-23T07:10:02+05:30,"{""from_state"":""S2"",""sku_expanded"":""diwm""}"
EV0005980,P00085,state_enter_S2b,P03,2026-05-23T07:10:32+05:30,"{""from_state"":""S2"",""state"":""S2b""}"
EV0005982,P00085,esign_done,P03,2026-05-23T07:13:10+05:30,"{""agreement_version"":""AGR v1 (to be verified: agreement template versions)"",""esign_ref"":""ESIGN-SEED-003357""}"
EV0005983,P00085,state_enter_S2c,P04,2026-05-23T07:13:10+05:30,"{""from_state"":""S2b"",""state"":""S2c""}"
EV0005985,P00085,paid,P05,2026-05-23T07:15:49+05:30,"{""amount"":""Rs ___"",""mandate_status"":""active"",""period"":""quarterly"",""razorpay_ids"":{""customer_id"":""cust_SEED00085"",""subscription_or_txn_id"":""sub_SEED000851""},""sku"":""diwm""}"
EV0005986,P00085,state_enter_S3,O02,2026-05-23T07:15:49+05:30,"{""from_state"":""S2c"",""state"":""S3""}"
EV0005995,P00085,aa_connected,A06,2026-05-25T00:47:01+05:30,"{""consent_expiry"":""2026-08-23"",""institutions_failed"":[],""institutions_ok"":[""Bank 4"",""KFintech"",""CAMS"",""NSDL""]}"
EV0005998,P00085,state_enter_S4,O02,2026-05-25T00:48:11+05:30,"{""from_state"":""S3"",""state"":""S4""}"
EV0006002,P00085,data_progress,D12a,2026-05-25T00:49:26+05:30,"{""pct_complete"":31,""step_id"":""family""}"
EV0006013,P00085,data_progress,D12b,2026-05-28T08:40:56+05:30,"{""pct_complete"":39,""step_id"":""risk""}"
EV0006026,P00085,data_progress,D12c,2026-05-28T08:44:39+05:30,"{""pct_complete"":45,""step_id"":""income""}"
EV0006040,P00085,data_progress,D12d,2026-05-28T08:48:46+05:30,"{""pct_complete"":49,""step_id"":""expenses""}"
EV0006067,P00085,data_progress,D12e,2026-05-28T08:58:39+05:30,"{""pct_complete"":67,""step_id"":""investments""}"
EV0006077,P00085,data_progress,D12f,2026-05-28T09:00:58+05:30,"{""pct_complete"":75,""step_id"":""loans""}"
EV0006080,P00085,data_progress,D12g,2026-05-28T09:01:30+05:30,"{""pct_complete"":83,""step_id"":""insurance""}"
EV0006084,P00085,state_enter_S19,O02,2026-06-01T00:48:11+05:30,"{""from_state"":""S4"",""state"":""S19""}"
EV0006094,P00085,data_progress,D12h,2026-06-12T14:44:54+05:30,"{""pct_complete"":90,""step_id"":""goals""}"
EV0006102,P00085,state_enter_S5,D10,2026-06-12T14:46:52+05:30,"{""from_state"":""S19"",""state"":""S5""}"
EV0006104,P00085,data_complete,D10,2026-06-12T15:06:54+05:30,{}
EV0006105,P00085,plan_built,D10,2026-06-12T15:08:21+05:30,"{""assumed_count"":1,""assumptions_version"":""A1"",""band_count"":3,""built_on"":""full"",""instrument_set_version"":""I1"",""plan_version"":""v1"",""unknown_count"":0}"
EV0006106,P00085,state_enter_S6,H01a,2026-06-12T15:08:21+05:30,"{""from_state"":""S5"",""state"":""S6""}"
EV0006111,P00085,plan_read,G03,2026-06-14T08:05:22+05:30,{}
EV0006112,P00085,state_enter_S8,H01b,2026-06-14T08:05:22+05:30,"{""from_state"":""S6"",""state"":""S8""}"
EV0006126,P00085,call_booked,K01,2026-06-19T00:42:51+05:30,"{""adviser_id"":""adv02"",""slot"":""2026-06-25T16:00:00+05:30"",""summary"":""call booked: the investments and why they were chosen"",""tier"":""diwm"",""topic"":""The investments and why they were chosen""}"
EV0006127,P00085,state_enter_S7,K02,2026-06-19T00:42:51+05:30,"{""from_state"":""S8"",""state"":""S7""}"
EV0006137,P00085,action_done,E06,2026-06-22T17:38:23+05:30,"{""done_count"":1,""total_count"":7,""verification"":""aa_verified"",""verified"":true}"
